"row_id","original_path","archived_path","classification","outcome","source_path","source_line"
"53","docs/reviews/2026-09-19-gemini-v1.9.5-item6-remediation-prompt.md","docs/reviews/archive/2026-09-19-gemini-v1.9.5-item6-remediation-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","59"
"54","docs/reviews/2026-09-19-glm-final-plan-adversarial-review.md","docs/reviews/archive/2026-09-19-glm-final-plan-adversarial-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","60"
"55","docs/reviews/2026-09-19-grand-consensus-systemic-course-correction.md","docs/reviews/archive/2026-09-19-grand-consensus-systemic-course-correction.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","61"
"56","docs/reviews/2026-09-19-h1-pilot-cost-policy-addendum.md","docs/reviews/archive/2026-09-19-h1-pilot-cost-policy-addendum.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","62"
"57","docs/reviews/2026-09-19-h1-pilot-design.md","docs/reviews/archive/2026-09-19-h1-pilot-design.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","63"
"58","docs/reviews/2026-09-19-h1-pilot-postmortem-and-repomix-paths.md","docs/reviews/archive/2026-09-19-h1-pilot-postmortem-and-repomix-paths.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","64"
"59","docs/reviews/2026-09-19-h1-pilot-runbook-addendum-agents.md","docs/reviews/archive/2026-09-19-h1-pilot-runbook-addendum-agents.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","65"
"60","docs/reviews/2026-09-19-h1-pilot-runbook.md","docs/reviews/archive/2026-09-19-h1-pilot-runbook.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","66"
"61","docs/reviews/2026-09-19-h1-pilot-smoke-report.md","docs/reviews/archive/2026-09-19-h1-pilot-smoke-report.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","67"
"62","docs/reviews/2026-09-19-h1-pilot-trial-prompt-template.md","docs/reviews/archive/2026-09-19-h1-pilot-trial-prompt-template.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","68"
"63","docs/reviews/2026-09-19-mistral-vibe-interim-council-plan-review.md","docs/reviews/archive/2026-09-19-mistral-vibe-interim-council-plan-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","69"
"64","docs/reviews/2026-09-19-mistral-vibe-v1.9.4-release-certification.md","docs/reviews/archive/2026-09-19-mistral-vibe-v1.9.4-release-certification.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","70"
"65","docs/reviews/2026-09-19-owner-release-tag-decision.md","docs/reviews/archive/2026-09-19-owner-release-tag-decision.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","71"
"66","docs/reviews/2026-09-19-owner-run-policy.md","docs/reviews/archive/2026-09-19-owner-run-policy.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","72"
"67","docs/reviews/2026-09-19-qoder-adversarial-review-v1.9.5.md","docs/reviews/archive/2026-09-19-qoder-adversarial-review-v1.9.5.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","73"
"68","docs/reviews/2026-09-19-remediation-council-prompt.md","docs/reviews/archive/2026-09-19-remediation-council-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","74"
"69","docs/reviews/2026-09-19-systemic-course-correction-prompt.md","docs/reviews/archive/2026-09-19-systemic-course-correction-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","75"
"70","docs/reviews/2026-09-19-v2-arms-thresholds-discussion.md","docs/reviews/archive/2026-09-19-v2-arms-thresholds-discussion.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","76"
"71","docs/reviews/archive/2026-09-17-three-repository-review.md","docs/reviews/2026-09-17-three-repository-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","77"
"72","docs/reviews/archive/2026-09-18-deepseek-flash-p5-gate-review.md","docs/reviews/2026-09-18-deepseek-flash-p5-gate-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","78"
"73","docs/reviews/archive/2026-09-18-grand-council-consensus-v1.9.0.md","docs/reviews/2026-09-18-grand-council-consensus-v1.9.0.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","79"
"74","docs/reviews/archive/2026-09-19-deepseek-flash-mcp-selection-analysis.md","docs/reviews/2026-09-19-deepseek-flash-mcp-selection-analysis.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","80"
"75","docs/reviews/archive/2026-09-19-h1-pilot-design.md","docs/reviews/2026-09-19-h1-pilot-design.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","81"
"76","docs/reviews/2026-09-19-council-synthesis-course-correction.md","docs/reviews/archive/2026-09-19-council-synthesis-course-correction.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","82"
"77","docs/reviews/2026-09-19-deepseek-flash-systemic-audit-response.md","docs/reviews/archive/2026-09-19-deepseek-flash-systemic-audit-response.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","83"
"78","docs/reviews/2026-09-19-eval-p1-owner-approval.md","docs/reviews/archive/2026-09-19-eval-p1-owner-approval.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","84"
"79","docs/reviews/2026-09-19-eval-p3-architect-choice.md","docs/reviews/archive/2026-09-19-eval-p3-architect-choice.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","85"
"80","docs/reviews/2026-09-19-final-course-decision-prompt.md","docs/reviews/archive/2026-09-19-final-course-decision-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","86"
"81","docs/reviews/2026-09-19-h1-pilot-report.md","docs/reviews/archive/2026-09-19-h1-pilot-report.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","87"
"82","docs/reviews/2026-09-19-open-disagreements-prompt.md","docs/reviews/archive/2026-09-19-open-disagreements-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","88"
"83","docs/reviews/2026-09-19-v2-remediation-plan.md","docs/reviews/archive/2026-09-19-v2-remediation-plan.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","89"
"84","docs/reviews/archive/2026-09-19-council-synthesis-course-correction.md","docs/reviews/2026-09-19-council-synthesis-course-correction.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","90"
"85","docs/reviews/archive/2026-09-19-final-course-decision-prompt.md","docs/reviews/2026-09-19-final-course-decision-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","91"
"86","docs/reviews/2026-09-19-eval-p4-directive-execution.md","docs/reviews/archive/2026-09-19-eval-p4-directive-execution.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","92"
"87","docs/reviews/2026-09-19-deepseek-flash-a3-reaudit.md","docs/reviews/archive/2026-09-19-deepseek-flash-a3-reaudit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","93"
"88","docs/reviews/2026-09-19-deepseek-flash-trackc-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-trackc-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","94"
"89","docs/reviews/2026-09-19-deepseek-flash-c1a-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-c1a-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","95"
"90","docs/reviews/2026-09-19-deepseek-flash-ci-hotfix-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-ci-hotfix-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","96"
"91","docs/reviews/2026-09-19-deepseek-flash-stop-cycle-fix-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-stop-cycle-fix-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","97"
"92","docs/reviews/2026-09-19-deepseek-flash-a5-b-audit-addendum.md","docs/reviews/archive/2026-09-19-deepseek-flash-a5-b-audit-addendum.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","98"
"93","docs/reviews/2026-09-19-deepseek-flash-c1-audit-addendum.md","docs/reviews/archive/2026-09-19-deepseek-flash-c1-audit-addendum.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","99"
"94","docs/reviews/2026-09-19-mistral-vibe-final-v1.9.5-followup-plan-review.md","docs/reviews/archive/2026-09-19-mistral-vibe-final-v1.9.5-followup-plan-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","100"
"95","docs/reviews/2026-09-18-deepseek-flash-v1.9.3-audit-r2.md","docs/reviews/archive/2026-09-18-deepseek-flash-v1.9.3-audit-r2.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","101"
"96","docs/reviews/2026-09-19-gemini-opus-final-plan-adversarial-review.md","docs/reviews/archive/2026-09-19-gemini-opus-final-plan-adversarial-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","102"
"97","docs/reviews/2026-09-18-mistral-medium-3.5-adversarial-audit-v2.md","docs/reviews/archive/2026-09-18-mistral-medium-3.5-adversarial-audit-v2.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","103"
"98","docs/reviews/2026-09-18-mistral-vibe-v1.9.3-audit.md","docs/reviews/archive/2026-09-18-mistral-vibe-v1.9.3-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","104"
"99","docs/reviews/2026-09-18-gemini-v1.9.3-audit.md","docs/reviews/archive/2026-09-18-gemini-v1.9.3-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","105"
"100","docs/reviews/2026-09-18-deepseek-flash-performance-analysis.md","docs/reviews/archive/2026-09-18-deepseek-flash-performance-analysis.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","106"
"101","docs/reviews/2026-09-18-mistral-medium-3.5-adversarial-audit.md","docs/reviews/archive/2026-09-18-mistral-medium-3.5-adversarial-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","107"
"102","docs/reviews/2026-09-18-gemini-v1.9.4-adversarial-audit.md","docs/reviews/archive/2026-09-18-gemini-v1.9.4-adversarial-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","108"
"103","docs/reviews/2026-09-18-mistral-vibe-audit-v1.9.md","docs/reviews/archive/2026-09-18-mistral-vibe-audit-v1.9.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","109"
"104","docs/reviews/2026-09-18-grand-adversarial-consensus-v1.9.4.md","docs/reviews/archive/2026-09-18-grand-adversarial-consensus-v1.9.4.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","110"
"105","docs/reviews/2026-09-19-deepseek-flash-c1-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-c1-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","111"
"106","docs/reviews/2026-09-19-gemini-c1a-prompt.md","docs/reviews/archive/2026-09-19-gemini-c1a-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","112"
"107","docs/reviews/archive/2026-09-19-deepseek-flash-a3-reaudit.md","docs/reviews/2026-09-19-deepseek-flash-a3-reaudit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","113"
"108","docs/reviews/archive/2026-09-19-deepseek-flash-a5-b-audit-addendum.md","docs/reviews/2026-09-19-deepseek-flash-a5-b-audit-addendum.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","114"
"109","docs/reviews/archive/2026-09-19-deepseek-flash-c1-audit-addendum.md","docs/reviews/2026-09-19-deepseek-flash-c1-audit-addendum.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","115"
"110","docs/reviews/archive/2026-09-19-deepseek-flash-c1-audit.md","docs/reviews/2026-09-19-deepseek-flash-c1-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","116"
"111","docs/reviews/archive/2026-09-19-deepseek-flash-c1a-audit.md","docs/reviews/2026-09-19-deepseek-flash-c1a-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","117"
"112","docs/reviews/archive/2026-09-19-deepseek-flash-ci-hotfix-audit.md","docs/reviews/2026-09-19-deepseek-flash-ci-hotfix-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","118"
"113","docs/reviews/archive/2026-09-19-deepseek-flash-stop-cycle-fix-audit.md","docs/reviews/2026-09-19-deepseek-flash-stop-cycle-fix-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","119"
"114","docs/reviews/archive/2026-09-19-deepseek-flash-trackc-audit.md","docs/reviews/2026-09-19-deepseek-flash-trackc-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","120"
"115","docs/reviews/2026-09-18-unified-adversarial-audit-prompt.md","docs/reviews/archive/2026-09-18-unified-adversarial-audit-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","121"
"116","docs/reviews/2026-09-18-copilot-sdk-adversarial-audit-v1.9.4.md","docs/reviews/archive/2026-09-18-copilot-sdk-adversarial-audit-v1.9.4.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","122"
"117","docs/reviews/2026-09-18-qwen-v1.9.3-audit.md","docs/reviews/archive/2026-09-18-qwen-v1.9.3-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","123"
"118","docs/reviews/2026-09-18-multi-model-consensus-refutation.md","docs/reviews/archive/2026-09-18-multi-model-consensus-refutation.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","124"
"119","docs/reviews/2026-09-19-interim-plan-adversarial-review-prompt.md","docs/reviews/archive/2026-09-19-interim-plan-adversarial-review-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","125"
"120","docs/reviews/2026-09-19-final-plan-adversarial-review-prompt.md","docs/reviews/archive/2026-09-19-final-plan-adversarial-review-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","126"
"121","docs/reviews/2026-09-19-deepseek-flash-interim-council-plan-review.md","docs/reviews/archive/2026-09-19-deepseek-flash-interim-council-plan-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","127"
"122","docs/reviews/2026-09-19-deepseek-flash-final-followup-plan-v1.9.5.md","docs/reviews/archive/2026-09-19-deepseek-flash-final-followup-plan-v1.9.5.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","128"
"123","docs/reviews/2026-09-18-copilot-audit-v1.9.3-audit.md","docs/reviews/archive/2026-09-18-copilot-audit-v1.9.3-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","130"
"124","docs/reviews/2026-09-18-copilot-audit-v1.9.md","docs/reviews/archive/2026-09-18-copilot-audit-v1.9.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","131"
"125","docs/reviews/2026-09-19-codex-trackc-h1-probes.cjs","docs/reviews/archive/2026-09-19-codex-trackc-h1-probes.cjs","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","132"
"126","docs/reviews/2026-09-19-council-synthesis-course-correction.md","docs/reviews/archive/2026-09-19-council-synthesis-course-correction.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","133"
"127","docs/reviews/2026-09-19-course-correction-adversarial-audit-prompt.md","docs/reviews/archive/2026-09-19-course-correction-adversarial-audit-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","134"
"128","docs/reviews/2026-09-19-deepseek-flash-interim-council-plan.md","docs/reviews/archive/2026-09-19-deepseek-flash-interim-council-plan.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","135"
"129","docs/reviews/2026-09-19-deepseek-flash-interim-plan-addendum-context-and-decision-freeze.md","docs/reviews/archive/2026-09-19-deepseek-flash-interim-plan-addendum-context-and-decision-freeze.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","136"
"130","docs/reviews/2026-09-19-eval-p2-decision-maker.md","docs/reviews/archive/2026-09-19-eval-p2-decision-maker.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","137"
"131","docs/reviews/2026-09-19-final-course-decision-prompt.md","docs/reviews/archive/2026-09-19-final-course-decision-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","138"
"132","docs/reviews/2026-09-19-gemini-mcp-candidates-deep-research.md","docs/reviews/archive/2026-09-19-gemini-mcp-candidates-deep-research.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","139"
"133","docs/reviews/2026-09-19-mcp-context-layer-discussion-basis.md","docs/reviews/archive/2026-09-19-mcp-context-layer-discussion-basis.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","140"
